 variables=y, d, u, v, w, T, ci
      0.00000000      0.25856411      0.00000000      0.00000000      0.00000000    321.93600000      0.25856411
      0.00000305      0.25863371      5.27405057     -0.00027782      0.00000000    321.84936957      0.25863371
      0.00000636      0.25872640     11.03526917     -0.00024839      0.00000000    321.73412374      0.25872640
      0.00000996      0.25884786     17.28725420      0.00002207      0.00000000    321.58314763      0.25884786
      0.00001387      0.25900516     24.09682566      0.00041297      0.00000000    321.38786839      0.25900516
      0.00001811      0.25920529     31.47508790      0.00100160      0.00000000    321.13971859      0.25920529
      0.00002273      0.25945893     39.52362523      0.00181359      0.00000000    320.82580239      0.25945893
      0.00002774      0.25977628     48.26105364      0.00290922      0.00000000    320.43387943      0.25977628
      0.00003319      0.26017111     57.75644715      0.00434466      0.00000000    319.94760996      0.26017111
      0.00003911      0.26066037     68.08767355      0.00620288      0.00000000    319.34708011      0.26066037
      0.00004554      0.26126374     79.32165892      0.00857155      0.00000000    318.60958653      0.26126374
      0.00005253      0.26200485     91.52723278      0.01156024      0.00000000    317.70838478      0.26200485
      0.00006012      0.26291532    104.82267694      0.01530997      0.00000000    316.60818009      0.26291532
      0.00006837      0.26403010    119.27995874      0.01997664      0.00000000    315.27143086      0.26403010
      0.00007733      0.26539351    134.99709146      0.02575394      0.00000000    313.65180531      0.26539351
      0.00008707      0.26706045    152.08212937      0.03287589      0.00000000    311.69407299      0.26706045
      0.00009765      0.26910126    170.66767595      0.04163515      0.00000000    309.33027607      0.26910126
      0.00010915      0.27159924    190.85193226      0.05236570      0.00000000    306.48529187      0.27159924
      0.00012164      0.27466209    212.75821829      0.06548325      0.00000000    303.06761480      0.27466209
      0.00013521      0.27842195    236.48385540      0.08147109      0.00000000    298.97495377      0.27842195
      0.00014995      0.28305343    262.14832379      0.10093489      0.00000000    294.08302695      0.28305343
      0.00016597      0.28876889    289.79561151      0.12454869      0.00000000    288.26242063      0.28876889
      0.00018337      0.29583628    319.41146549      0.15308192      0.00000000    281.37604368      0.29583628
      0.00020229      0.30460266    350.93318467      0.18742982      0.00000000    273.27812158      0.30460266
      0.00022283      0.31547742    384.09409845      0.22845013      0.00000000    263.85815946      0.31547742
      0.00024516      0.32893799    418.42383310      0.27685855      0.00000000    253.06071014      0.32893799
      0.00026941      0.34549421    453.14348377      0.33298612      0.00000000    240.93415782      0.34549421
      0.00029576      0.36551797    486.97280213      0.39629770      0.00000000    227.73557495      0.36551797
      0.00032440      0.38893401    518.12438213      0.46482105      0.00000000    214.02504581      0.38893401
      0.00035551      0.41462056    544.47203465      0.53407649      0.00000000    200.76608623      0.41462056
      0.00038931      0.44005807    564.28333099      0.59726252      0.00000000    189.16013936      0.44005807
      0.00042603      0.46181065    576.98567859      0.64753693      0.00000000    180.25021435      0.46181065
      0.00046593      0.47719393    583.55377620      0.68139620      0.00000000    174.44035101      0.47719393
      0.00050929      0.48577242    586.03080457      0.69991786      0.00000000    171.36046418      0.48577242
      0.00055639      0.48930556    586.56763609      0.70764251      0.00000000    170.12354412      0.48930556
      0.00060757      0.49026656    586.60247768      0.71003829      0.00000000    169.79018597      0.49026656
      0.00066317      0.49043943    586.66219689      0.71094443      0.00000000    169.73059970      0.49043943
      0.00072359      0.49053170    586.73981633      0.71172301      0.00000000    169.69908812      0.49053170
      0.00078923      0.49061001    586.75902430      0.71236442      0.00000000    169.67247252      0.49061001
      0.00086055      0.49063093    586.74214824      0.71282432      0.00000000    169.66575085      0.49063093
      0.00093804      0.49062030    586.73611984      0.71329852      0.00000000    169.66998859      0.49062030
      0.00102223      0.49061933    586.74526482      0.71391344      0.00000000    169.67093468      0.49061933
      0.00111371      0.49062914    586.75103933      0.71461074      0.00000000    169.66820819      0.49062914
      0.00121310      0.49063373    586.74863977      0.71532617      0.00000000    169.66734557      0.49063373
      0.00132108      0.49063135    586.74515667      0.71608687      0.00000000    169.66895752      0.49063135
      0.00143841      0.49062960    586.74409442      0.71693216      0.00000000    169.67042451      0.49062960
      0.00156589      0.49063190    586.74420186      0.71786147      0.00000000    169.67056396      0.49063190
      0.00170439      0.49063702    586.74499039      0.71886983      0.00000000    169.66982199      0.49063702
      0.00185488      0.49064372    586.74697320      0.71997072      0.00000000    169.66861979      0.49064372
      0.00201838      0.49065149    586.74967169      0.72117707      0.00000000    169.66715455      0.49065149
      0.00219603      0.49065959    586.75223778      0.72249441      0.00000000    169.66568297      0.49065959
      0.00238904      0.49066761    586.75444560      0.72393115      0.00000000    169.66436790      0.49066761
      0.00259875      0.49067552    586.75637633      0.72550159      0.00000000    169.66322278      0.49067552
      0.00282660      0.49068332    586.75797954      0.72721932      0.00000000    169.66226966      0.49068332
      0.00307417      0.49069091    586.75918726      0.72909849      0.00000000    169.66155462      0.49069091
      0.00334314      0.49069833    586.76001215      0.73115601      0.00000000    169.66107600      0.49069833
      0.00363539      0.49070575    586.76048705      0.73341116      0.00000000    169.66080200      0.49070575
      0.00395291      0.49071329    586.76063613      0.73588495      0.00000000    169.66071143      0.49071329
      0.00429790      0.49072103    586.76048339      0.73860137      0.00000000    169.66079340      0.49072103
      0.00467274      0.49072907    586.76004666      0.74158673      0.00000000    169.66104273      0.49072907
      0.00508000      0.49073752    586.75933537      0.74487109      0.00000000    169.66145808      0.49073752
