 variables=y,d,u,v,w,T,d1,d2
      0.00000000      0.25856411      0.00000000      0.00000000      0.00000000    321.93600000      0.06024544      0.19831868
      0.00000305      0.25863376      5.27752398     -0.00027789      0.00000000    321.84930667      0.06026167      0.19837210
      0.00000631      0.25872488     10.94894348     -0.00025083      0.00000000    321.73601746      0.06028290      0.19844199
      0.00000981      0.25884243     17.02991947      0.00000916      0.00000000    321.58989765      0.06031028      0.19853215
      0.00001355      0.25899145     23.54555404      0.00037577      0.00000000    321.40487604      0.06034501      0.19864645
      0.00001757      0.25917783     30.52666045      0.00091776      0.00000000    321.17374720      0.06038843      0.19878940
      0.00002186      0.25940832     38.00721287      0.00164587      0.00000000    320.88839691      0.06044214      0.19896618
      0.00002646      0.25969084     46.02366544      0.00260848      0.00000000    320.53930715      0.06050796      0.19918288
      0.00003139      0.26003471     54.61514412      0.00384059      0.00000000    320.11543638      0.06058809      0.19944663
      0.00003667      0.26045086     63.82369836      0.00539915      0.00000000    319.60396546      0.06068505      0.19976581
      0.00004232      0.26095215     73.69448926      0.00733912      0.00000000    318.99001472      0.06080185      0.20015031
      0.00004838      0.26155375     84.27595308      0.00973277      0.00000000    318.25632481      0.06094202      0.20061173
      0.00005487      0.26227356     95.61993963      0.01265930      0.00000000    317.38288287      0.06110974      0.20116383
      0.00006181      0.26313280    107.78180584      0.01621501      0.00000000    316.34650342      0.06130994      0.20182287
      0.00006925      0.26415669    120.82042619      0.02051035      0.00000000    315.12034903      0.06154851      0.20260818
      0.00007722      0.26537524    134.79807514      0.02567617      0.00000000    313.67339805      0.06183243      0.20354281
      0.00008576      0.26682436    149.78011317      0.03186467      0.00000000    311.96985800      0.06217007      0.20465429
      0.00009490      0.26854714    165.83437990      0.03925476      0.00000000    309.96854025      0.06257148      0.20597566
      0.00010469      0.27059544    183.03015507      0.04805515      0.00000000    307.62221941      0.06304874      0.20754671
      0.00011518      0.27303198    201.43648816      0.05850992      0.00000000    304.87702757      0.06361645      0.20941553
      0.00012641      0.27593278    221.11962346      0.07090295      0.00000000    301.67196977      0.06429234      0.21164045
      0.00013845      0.27939034    242.13914059      0.08556328      0.00000000    297.93870621      0.06509795      0.21429240
      0.00015133      0.28351734    264.54225311      0.10286885      0.00000000    293.60182429      0.06605954      0.21745780
      0.00016513      0.28845116    288.35541771      0.12324838      0.00000000    288.57994563      0.06720912      0.22124204
