 variables=y,d,u,v,w,T,d1,d2
      0.00017992      0.29435888    313.57211993      0.14717934      0.00000000    282.78825496      0.06858562      0.22577326
      0.00019575      0.30144206    340.13578522      0.17517911      0.00000000    276.14345008      0.07023600      0.23120606
      0.00021271      0.30993971    367.91734056      0.20777871      0.00000000    268.57245321      0.07221595      0.23772377
      0.00023087      0.32012678    396.68683047      0.24546187      0.00000000    260.02601934      0.07458954      0.24553725
      0.00025033      0.33230326    426.07582284      0.28856403      0.00000000    250.49805433      0.07742666      0.25487661
      0.00027116      0.34676230    455.52507786      0.33713826      0.00000000    240.05306751      0.08079561      0.26596669
      0.00029348      0.36371050    484.22363329      0.39077223      0.00000000    228.86717324      0.08474454      0.27896596
      0.00031738      0.38310369    511.08342513      0.44826927      0.00000000    217.28176128      0.08926316      0.29384054
      0.00034299      0.40439757    534.83363430      0.50720774      0.00000000    205.84076846      0.09422463      0.31017294
      0.00037041      0.42633034    554.29119207      0.56379619      0.00000000    195.25136287      0.09933497      0.32699538
      0.00039978      0.44698345    568.73619324      0.61361533      0.00000000    186.22985986      0.10414714      0.34283631
      0.00043124      0.46430306    578.19481793      0.65310189      0.00000000    179.28325386      0.10818261      0.35612045
      0.00046493      0.47690568    583.45239293      0.68077128      0.00000000    174.54578068      0.11111902      0.36578667
      0.00050102      0.48463993    585.77702252      0.69747591      0.00000000    171.76050108      0.11292110      0.37171884
      0.00053967      0.48849370    586.49141144      0.70583553      0.00000000    170.40574571      0.11381903      0.37467467
      0.00058107      0.48996168    586.59706403      0.70918663      0.00000000    169.89548822      0.11416107      0.37580062
      0.00062541      0.49035679    586.61556565      0.71039038      0.00000000    169.75891512      0.11425313      0.37610366
      0.00067290      0.49045509    586.67773133      0.71107774      0.00000000    169.72523147      0.11427603      0.37617906
      0.00072376      0.49053198    586.73996565      0.71172507      0.00000000    169.69899216      0.11429395      0.37623804
      0.00077824      0.49060097    586.75966844      0.71227580      0.00000000    169.67551979      0.11431002      0.37629095
      0.00083660      0.49062991    586.74791069      0.71268304      0.00000000    169.66593158      0.11431677      0.37631315
      0.00089909      0.49062589    586.73634535      0.71304936      0.00000000    169.66777431      0.11431583      0.37631007
      0.00096603      0.49061790    586.73860096      0.71349318      0.00000000    169.67102192      0.11431397      0.37630394
      0.00103773      0.49062082    586.74699799      0.71403305      0.00000000    169.67053246      0.11431465      0.37630618
      0.00111452      0.49062922    586.75104654      0.71461678      0.00000000    169.66818610      0.11431661      0.37631262
      0.00119677      0.49063360    586.74926281      0.71521085      0.00000000    169.66727072      0.11431763      0.37631598
      0.00128487      0.49063238    586.74604177      0.71583034      0.00000000    169.66833477      0.11431734      0.37631505
      0.00137922      0.49062998    586.74438310      0.71650326      0.00000000    169.66985612      0.11431678      0.37631321
      0.00148028      0.49062996    586.74408519      0.71723736      0.00000000    169.67060743      0.11431678      0.37631319
      0.00158852      0.49063263    586.74427014      0.71802636      0.00000000    169.67047979      0.11431740      0.37631524
      0.00170445      0.49063702    586.74499091      0.71887025      0.00000000    169.66982159      0.11431842      0.37631860
      0.00182862      0.49064250    586.74656432      0.71977791      0.00000000    169.66884748      0.11431970      0.37632281
      0.00196162      0.49064879    586.74874525      0.72075738      0.00000000    169.66766313      0.11432117      0.37632763
      0.00210407      0.49065548    586.75098260      0.72181194      0.00000000    169.66641476      0.11432273      0.37633276
      0.00225663      0.49066220    586.75298363      0.72294482      0.00000000    169.66523898      0.11432429      0.37633792
      0.00242005      0.49066883    586.75475796      0.72416266      0.00000000    169.66418201      0.11432583      0.37634300
      0.00259507      0.49067539    586.75634623      0.72547392      0.00000000    169.66324064      0.11432736      0.37634804
      0.00278253      0.49068188    586.75770898      0.72688617      0.00000000    169.66243068      0.11432888      0.37635301
      0.00298331      0.49068822    586.75880118      0.72840727      0.00000000    169.66178178      0.11433035      0.37635787
      0.00319836      0.49069442    586.75962188      0.73004638      0.00000000    169.66130131      0.11433180      0.37636263
      0.00342869      0.49070056    586.76019100      0.73181402      0.00000000    169.66097324      0.11433323      0.37636734
      0.00367539      0.49070673    586.76052455      0.73372146      0.00000000    169.66078002      0.11433467      0.37637207
      0.00393963      0.49071298    586.76063611      0.73578097      0.00000000    169.66071168      0.11433612      0.37637686
      0.00422263      0.49071937    586.76053976      0.73800617      0.00000000    169.66076209      0.11433761      0.37638176
      0.00452575      0.49072595    586.76024648      0.74041167      0.00000000    169.66092763      0.11433915      0.37638682
      0.00485042      0.49073279    586.75976262      0.74301452      0.00000000    169.66120790      0.11434074      0.37639206
      0.00519815      0.49073992    586.75909217      0.74583185      0.00000000    169.66160083      0.11434240      0.37639753
      0.00557059      0.49074744    586.75823582      0.74888573      0.00000000    169.66210155      0.11434415      0.37640330
